ORDERID,SOURCE,ORDERSTATUS,RIDERPROVIDER,STOREID,CUSTOMERPINCODE,ORDERPLACEDDATE,VERIFIEDDATE,STOREPUSHEDDATE,BILLEDDATE,RIDERASSIGNEDDATE,OFDDATE,ARRIVEDDATE,DELIVEREDDATE,PROMISEDTAT,CANCELLEDDATE,MRP,PAYMENTMETHOD
4225,Mobile - Android,Delivered,O,231840,500008,2022-Apr-03 01:47:00,2022-Apr-03 08:26:00,2022-Apr-03 09:39:00,2022-Apr-03 09:41:00,2022-Apr-03 09:50:00,2022-Apr-03 09:54:00,2022-Apr-03 09:57:00,2022-Apr-03 10:01:00,2022-Apr-03 12:30:00,,323.4,PREPAID
4226,Mobile - Android,Cancelled,,234572,500086,2022-Apr-03 02:02:00,,,,,,,,2022-Apr-03 10:30:00,2022-Apr-03 04:25:00,569.98,PREPAID
4227,Mobile - iOS,Delivered,O,233574,500084,2022-Apr-03 02:44:00,2022-Apr-03 07:54:00,2022-Apr-03 07:56:00,2022-Apr-03 08:00:00,2022-Apr-03 08:02:00,2022-Apr-03 08:12:00,2022-Apr-03 08:26:00,2022-Apr-03 08:30:00,2022-Apr-03 10:30:00,,323.76,PREPAID
4228,Mobile - Android,Assigned,O,226332,700032,2022-Apr-03 03:11:00,2022-Apr-03 08:57:00,2022-Apr-03 08:59:00,2022-Apr-03 09:08:00,2022-Apr-03 09:52:00,,,,2022-Apr-03 11:00:00,,940.5,PREPAID
4229,Mobile - Android,Delivered,O,222124,201301,2022-Apr-03 03:25:00,2022-Apr-03 03:28:00,2022-Apr-03 03:28:00,2022-Apr-03 04:38:00,2022-Apr-03 07:42:00,2022-Apr-03 08:11:00,2022-Apr-03 09:10:00,2022-Apr-03 09:11:00,2022-Apr-03 09:30:00,,727.47,PREPAID
4230,Mobile - Android,Delivered,O,223070,380058,2022-Apr-03 03:51:00,2022-Apr-03 03:53:00,2022-Apr-03 07:06:00,2022-Apr-03 07:10:00,2022-Apr-03 07:15:00,2022-Apr-03 07:15:00,2022-Apr-03 09:21:00,2022-Apr-03 09:24:00,2022-Apr-03 10:30:00,,443.4,PREPAID
4231,Mobile - Android,Delivered,O,222124,201304,2022-Apr-03 04:04:00,2022-Apr-03 04:06:00,2022-Apr-03 04:07:00,2022-Apr-03 04:41:00,2022-Apr-03 07:38:00,2022-Apr-03 08:05:00,2022-Apr-03 08:46:00,2022-Apr-03 08:48:00,2022-Apr-03 09:30:00,,999,PREPAID
4232,Mobile - Android,Delivered,O,222124,201301,2022-Apr-03 04:24:00,2022-Apr-03 04:25:00,2022-Apr-03 04:26:00,2022-Apr-03 04:41:00,2022-Apr-03 08:03:00,2022-Apr-03 08:03:00,2022-Apr-03 09:32:00,2022-Apr-03 09:34:00,2022-Apr-03 09:30:00,,825,COD
4233,Mobile - Android,Delivered,D,226342,700017,2022-Apr-03 04:31:00,2022-Apr-03 09:01:00,2022-Apr-03 09:03:00,2022-Apr-03 09:06:00,2022-Apr-03 09:07:00,2022-Apr-03 09:27:00,2022-Apr-03 09:56:00,2022-Apr-03 10:00:00,2022-Apr-03 11:30:00,,814.85,PREPAID
4234,Mobile - Android,Delivered,O,222808,380055,2022-Apr-03 05:20:00,2022-Apr-03 05:21:00,2022-Apr-03 07:22:00,2022-Apr-03 07:24:00,2022-Apr-03 07:25:00,2022-Apr-03 08:22:00,2022-Apr-03 08:41:00,2022-Apr-03 08:43:00,2022-Apr-03 10:30:00,,804.5,PREPAID
4235,Mobile - iOS,Delivered,K,222474,110025,2022-Apr-03 05:30:00,2022-Apr-03 05:31:00,2022-Apr-03 06:04:00,2022-Apr-03 06:05:00,2022-Apr-03 07:33:00,2022-Apr-03 07:45:00,2022-Apr-03 09:23:00,2022-Apr-03 09:24:00,2022-Apr-03 09:30:00,,322.4,COD
4236,Mobile - Android,Delivered,O,228110,500034,2022-Apr-03 06:11:00,2022-Apr-03 14:04:00,2022-Apr-03 14:07:00,2022-Apr-03 14:07:00,2022-Apr-03 14:56:00,2022-Apr-03 15:39:00,2022-Apr-03 15:55:00,2022-Apr-03 15:57:00,2022-Apr-03 16:30:00,,969.75,COD
4237,Mobile - iOS,Delivered,O,222124,201305,2022-Apr-03 06:20:00,2022-Apr-03 06:22:00,2022-Apr-03 06:23:00,2022-Apr-03 06:27:00,2022-Apr-03 07:29:00,2022-Apr-03 07:39:00,2022-Apr-03 08:25:00,2022-Apr-03 08:26:00,2022-Apr-03 10:30:00,,357.29,PREPAID
4238,Mobile - mWeb,Delivered,O,223156,302012,2022-Apr-03 06:25:00,2022-Apr-03 06:27:00,2022-Apr-03 07:05:00,2022-Apr-03 07:41:00,2022-Apr-03 07:44:00,2022-Apr-03 07:44:00,2022-Apr-03 09:17:00,2022-Apr-03 09:18:00,2022-Apr-03 10:30:00,,555.86,PREPAID
4239,Mobile - iOS,Delivered,O,226098,700054,2022-Apr-03 06:29:00,2022-Apr-03 08:18:00,2022-Apr-03 08:21:00,2022-Apr-03 08:25:00,2022-Apr-03 08:42:00,2022-Apr-03 08:48:00,2022-Apr-03 09:11:00,2022-Apr-03 09:13:00,2022-Apr-03 10:30:00,,523.5,PREPAID
4240,Mobile - Android,Delivered,K,224078,401107,2022-Apr-03 06:35:00,2022-Apr-03 06:37:00,2022-Apr-03 07:04:00,2022-Apr-03 07:07:00,2022-Apr-03 10:03:00,2022-Apr-03 10:03:00,2022-Apr-03 10:22:00,2022-Apr-03 10:24:00,2022-Apr-03 10:30:00,,1150.02,PREPAID
4241,Mobile - Android,Out for Delivery,O,226648,700136,2022-Apr-03 06:48:00,2022-Apr-03 08:09:00,2022-Apr-03 08:10:00,2022-Apr-03 08:14:00,2022-Apr-03 08:16:00,2022-Apr-03 08:18:00,,,2022-Apr-03 10:30:00,,320.7,COD
4242,Mobile - Android,Out for Delivery,K,228022,500060,2022-Apr-03 07:00:00,2022-Apr-03 07:02:00,2022-Apr-03 07:04:00,2022-Apr-03 08:55:00,2022-Apr-03 09:18:00,2022-Apr-03 09:18:00,,,2022-Apr-03 10:30:00,,1369.6,PREPAID
4243,Mobile - iOS,Delivered,O,231296,500045,2022-Apr-03 07:01:00,2022-Apr-03 07:02:00,2022-Apr-03 07:05:00,2022-Apr-03 07:06:00,2022-Apr-03 07:10:00,2022-Apr-03 07:10:00,2022-Apr-03 07:31:00,2022-Apr-03 07:31:00,2022-Apr-03 10:30:00,,416.39,PREPAID
4244,Mobile - iOS,Delivered,O,228102,500045,2022-Apr-03 07:02:00,2022-Apr-03 07:04:00,2022-Apr-03 07:06:00,2022-Apr-03 07:10:00,2022-Apr-03 07:12:00,2022-Apr-03 07:12:00,2022-Apr-03 07:23:00,2022-Apr-03 07:23:00,2022-Apr-03 10:30:00,,1269.86,PREPAID
4245,Mobile - Android,Delivered,O,226392,700156,2022-Apr-03 07:03:00,2022-Apr-03 07:04:00,2022-Apr-03 07:17:00,2022-Apr-03 07:30:00,2022-Apr-03 07:31:00,2022-Apr-03 07:33:00,2022-Apr-03 08:20:00,2022-Apr-03 08:24:00,2022-Apr-03 10:30:00,,300.68,PREPAID
4246,Mobile - Android,Store Pushed,,222600,110019,2022-Apr-03 07:03:00,2022-Apr-03 07:05:00,2022-Apr-03 07:31:00,,,,,,2022-Apr-03 10:30:00,,692.46,PREPAID
4247,Mobile - iOS,Delivered,D,230978,500032,2022-Apr-03 07:03:00,2022-Apr-03 08:17:00,2022-Apr-03 08:19:00,2022-Apr-03 08:25:00,2022-Apr-03 08:27:00,2022-Apr-03 08:52:00,2022-Apr-03 09:05:00,2022-Apr-03 09:08:00,2022-Apr-03 10:30:00,,310.21,PREPAID
4248,Mobile - iOS,Cancelled,D,234886,560068,2022-Apr-03 07:04:00,2022-Apr-03 07:05:00,2022-Apr-03 07:06:00,2022-Apr-03 07:08:00,2022-Apr-03 07:10:00,,,,2022-Apr-03 10:30:00,2022-Apr-03 08:38:00,300,PREPAID
4249,Mobile - iOS,Delivered,O,223008,201305,2022-Apr-03 07:05:00,2022-Apr-03 07:06:00,2022-Apr-03 07:31:00,2022-Apr-03 07:52:00,2022-Apr-03 08:15:00,2022-Apr-03 08:54:00,2022-Apr-03 09:02:00,2022-Apr-03 09:03:00,2022-Apr-03 10:30:00,,541.35,PREPAID
4250,Mobile - Android,Delivered,O,234204,600100,2022-Apr-03 07:06:00,2022-Apr-03 07:08:00,2022-Apr-03 07:25:00,2022-Apr-03 07:33:00,2022-Apr-03 07:40:00,2022-Apr-03 07:40:00,2022-Apr-03 07:48:00,2022-Apr-03 07:51:00,2022-Apr-03 10:30:00,,449,PREPAID
4251,Mobile - Android,Billed,,231628,500049,2022-Apr-03 07:06:00,2022-Apr-03 07:08:00,2022-Apr-03 07:11:00,2022-Apr-03 07:11:00,,,,,2022-Apr-03 10:30:00,,400,PREPAID
4252,Mobile - Android,Delivered,O,234572,500086,2022-Apr-03 07:16:00,2022-Apr-03 08:11:00,2022-Apr-03 08:13:00,2022-Apr-03 08:15:00,2022-Apr-03 09:15:00,2022-Apr-03 09:15:00,2022-Apr-03 09:46:00,2022-Apr-03 09:50:00,2022-Apr-03 10:30:00,,713.67,COD
4253,Mobile - Android,Delivered,O,222466,122011,2022-Apr-03 07:18:00,2022-Apr-03 07:19:00,2022-Apr-03 07:30:00,2022-Apr-03 07:40:00,2022-Apr-03 07:40:00,2022-Apr-03 08:10:00,2022-Apr-03 08:19:00,2022-Apr-03 08:21:00,2022-Apr-03 10:30:00,,715,PREPAID
4254,Mobile - Android,Delivered,K,222596,110022,2022-Apr-03 07:19:00,2022-Apr-03 08:08:00,2022-Apr-03 08:11:00,2022-Apr-03 08:12:00,2022-Apr-03 08:13:00,2022-Apr-03 08:25:00,2022-Apr-03 08:40:00,2022-Apr-03 08:42:00,2022-Apr-03 10:30:00,,664.24,PREPAID
4255,Mobile - mWeb,Delivered,K,222474,110030,2022-Apr-03 07:21:00,2022-Apr-03 07:22:00,2022-Apr-03 07:24:00,2022-Apr-03 07:27:00,2022-Apr-03 07:35:00,2022-Apr-03 07:42:00,2022-Apr-03 08:38:00,2022-Apr-03 08:39:00,2022-Apr-03 10:30:00,,391,COD
4256,Desktop - Website,Delivered,O,230264,500072,2022-Apr-03 07:21:00,2022-Apr-03 07:23:00,2022-Apr-03 07:24:00,2022-Apr-03 07:29:00,2022-Apr-03 07:32:00,2022-Apr-03 07:32:00,2022-Apr-03 07:55:00,2022-Apr-03 07:55:00,2022-Apr-03 10:30:00,,553.03,PREPAID
4257,Mobile - Android,Out for Delivery,O,232948,560049,2022-Apr-03 07:23:00,2022-Apr-03 07:24:00,2022-Apr-03 07:26:00,2022-Apr-03 07:35:00,2022-Apr-03 07:52:00,2022-Apr-03 08:13:00,,,2022-Apr-03 10:30:00,,858,PREPAID
4258,Mobile - Android,Cancelled,D,230820,560078,2022-Apr-03 07:24:00,2022-Apr-03 08:26:00,2022-Apr-03 08:29:00,2022-Apr-03 08:35:00,2022-Apr-03 08:36:00,,,,2022-Apr-03 10:30:00,2022-Apr-03 08:56:00,600.6,PREPAID
4259,Mobile - Android,Delivered,K,222246,302019,2022-Apr-03 07:29:00,2022-Apr-03 07:31:00,2022-Apr-03 07:33:00,2022-Apr-03 07:42:00,2022-Apr-03 07:47:00,2022-Apr-03 07:53:00,2022-Apr-03 08:34:00,2022-Apr-03 08:36:00,2022-Apr-03 10:30:00,,1233.76,PREPAID
4260,Mobile - Android,Delivered,D,234136,500050,2022-Apr-03 07:30:00,2022-Apr-03 08:22:00,2022-Apr-03 08:25:00,2022-Apr-03 08:28:00,2022-Apr-03 08:30:00,2022-Apr-03 08:35:00,2022-Apr-03 08:39:00,2022-Apr-03 08:43:00,2022-Apr-03 10:30:00,,416.48,PREPAID
4261,Mobile - Android,Assigned,O,231630,500081,2022-Apr-03 07:32:00,2022-Apr-03 07:33:00,2022-Apr-03 07:34:00,2022-Apr-03 07:36:00,2022-Apr-03 07:37:00,,,,2022-Apr-03 10:30:00,,624,COD
4262,Mobile - Android,Out for Delivery,K,226904,700027,2022-Apr-03 07:34:00,2022-Apr-03 07:35:00,2022-Apr-03 07:36:00,2022-Apr-03 07:39:00,2022-Apr-03 07:40:00,2022-Apr-03 07:43:00,,,2022-Apr-03 10:30:00,,425,PREPAID
4263,Mobile - Android,Out for Delivery,O,226090,700032,2022-Apr-03 07:35:00,2022-Apr-03 07:37:00,2022-Apr-03 07:38:00,2022-Apr-03 07:41:00,2022-Apr-03 07:41:00,2022-Apr-03 08:03:00,,,2022-Apr-03 10:30:00,,1327.5,PREPAID
4264,Mobile - mWeb,Delivered,O,226280,712258,2022-Apr-03 07:36:00,2022-Apr-03 08:07:00,2022-Apr-03 08:08:00,2022-Apr-03 08:11:00,2022-Apr-03 08:28:00,2022-Apr-03 08:51:00,2022-Apr-03 09:20:00,2022-Apr-03 09:21:00,2022-Apr-03 10:30:00,,686.69,PREPAID
4265,Mobile - iOS,Delivered,O,234572,500089,2022-Apr-03 07:37:00,2022-Apr-03 07:43:00,2022-Apr-03 07:45:00,2022-Apr-03 07:46:00,2022-Apr-03 07:57:00,2022-Apr-03 07:57:00,2022-Apr-03 08:16:00,2022-Apr-03 08:18:00,2022-Apr-03 10:30:00,,587.08,PREPAID
4266,Mobile - iOS,Assigned,O,382376,500049,2022-Apr-03 07:39:00,2022-Apr-03 07:55:00,2022-Apr-03 08:39:00,2022-Apr-03 08:44:00,2022-Apr-03 09:13:00,,,,2022-Apr-03 11:30:00,,373.92,PREPAID
4267,Mobile - Android,Delivered,O,224408,400054,2022-Apr-03 07:39:00,2022-Apr-03 07:40:00,2022-Apr-03 07:43:00,2022-Apr-03 07:46:00,2022-Apr-03 08:05:00,2022-Apr-03 09:03:00,2022-Apr-03 09:03:00,2022-Apr-03 09:03:00,2022-Apr-03 10:30:00,,300,PREPAID
4268,Mobile - Android,Delivered,D,222660,110059,2022-Apr-03 07:42:00,2022-Apr-03 09:37:00,2022-Apr-03 09:42:00,2022-Apr-03 09:43:00,2022-Apr-03 09:45:00,2022-Apr-03 09:56:00,2022-Apr-03 10:28:00,2022-Apr-03 10:29:00,2022-Apr-03 12:00:00,,534.58,PREPAID
4269,Mobile - Android,Delivered,O,226354,700127,2022-Apr-03 07:43:00,2022-Apr-03 07:45:00,2022-Apr-03 07:46:00,2022-Apr-03 08:07:00,2022-Apr-03 08:08:00,2022-Apr-03 08:10:00,2022-Apr-03 08:32:00,2022-Apr-03 08:33:00,2022-Apr-03 10:30:00,,513.5,PREPAID
4270,Mobile - Android,Assigned,O,231784,600037,2022-Apr-03 07:46:00,2022-Apr-03 07:48:00,2022-Apr-03 07:50:00,2022-Apr-03 07:59:00,2022-Apr-03 08:00:00,,,,2022-Apr-03 10:30:00,,755.82,PREPAID
4271,Mobile - Android,Out for Delivery,O,226016,700103,2022-Apr-03 07:46:00,2022-Apr-03 09:56:00,2022-Apr-03 09:58:00,2022-Apr-03 10:30:00,2022-Apr-03 10:53:00,2022-Apr-03 10:53:00,,,2022-Apr-03 12:00:00,,523.38,COD
4272,Mobile - Android,Delivered,O,232596,600020,2022-Apr-03 07:47:00,2022-Apr-03 07:48:00,2022-Apr-03 07:50:00,2022-Apr-03 08:03:00,2022-Apr-03 08:06:00,2022-Apr-03 08:06:00,2022-Apr-03 08:31:00,2022-Apr-03 08:31:00,2022-Apr-03 10:30:00,,900,COD
4273,Mobile - Android,Delivered,O,226270,700147,2022-Apr-03 07:47:00,2022-Apr-03 07:49:00,2022-Apr-03 07:51:00,2022-Apr-03 08:21:00,2022-Apr-03 08:22:00,2022-Apr-03 08:25:00,2022-Apr-03 08:56:00,2022-Apr-03 08:59:00,2022-Apr-03 10:30:00,,540,PREPAID
4274,Desktop - Website,Out for Delivery,O,226016,700084,2022-Apr-03 07:48:00,2022-Apr-03 07:49:00,2022-Apr-03 08:59:00,2022-Apr-03 09:26:00,2022-Apr-03 09:26:00,2022-Apr-03 09:36:00,,,2022-Apr-03 12:30:00,,824.34,COD
4275,Mobile - mWeb,Delivered,O,235080,560037,2022-Apr-03 07:49:00,2022-Apr-03 07:51:00,2022-Apr-03 07:52:00,2022-Apr-03 07:54:00,2022-Apr-03 08:11:00,2022-Apr-03 08:30:00,2022-Apr-03 08:36:00,2022-Apr-03 08:38:00,2022-Apr-03 10:30:00,,499,PREPAID
4276,Desktop - Website,Delivered,K,222374,110062,2022-Apr-03 07:51:00,2022-Apr-03 09:25:00,2022-Apr-03 09:28:00,2022-Apr-03 09:31:00,2022-Apr-03 09:33:00,2022-Apr-03 09:47:00,2022-Apr-03 09:54:00,2022-Apr-03 09:58:00,2022-Apr-03 11:30:00,,384,PREPAID
4277,Mobile - Android,Delivered,O,232584,600042,2022-Apr-03 07:52:00,2022-Apr-03 07:53:00,2022-Apr-03 07:55:00,2022-Apr-03 08:03:00,2022-Apr-03 08:11:00,2022-Apr-03 08:26:00,2022-Apr-03 08:40:00,2022-Apr-03 08:40:00,2022-Apr-03 10:30:00,,1245,PREPAID
4278,Mobile - iOS,Delivered,O,230820,560076,2022-Apr-03 07:53:00,2022-Apr-03 07:54:00,2022-Apr-03 07:56:00,2022-Apr-03 07:57:00,2022-Apr-03 08:42:00,2022-Apr-03 08:42:00,2022-Apr-03 08:58:00,2022-Apr-03 09:02:00,2022-Apr-03 10:30:00,,614.5,PREPAID
4279,Mobile - iOS,Assigned,D,222600,110074,2022-Apr-03 07:54:00,2022-Apr-03 09:42:00,2022-Apr-03 09:47:00,2022-Apr-03 11:38:00,2022-Apr-03 11:41:00,,,,2022-Apr-03 12:00:00,,715.34,PREPAID
4280,Mobile - Android,Delivered,O,226520,700104,2022-Apr-03 07:54:00,2022-Apr-03 07:58:00,2022-Apr-03 08:17:00,2022-Apr-03 08:23:00,2022-Apr-03 08:40:00,2022-Apr-03 08:46:00,2022-Apr-03 09:04:00,2022-Apr-03 09:05:00,2022-Apr-03 10:30:00,,1285.62,PREPAID
4281,Mobile - Android,Delivered,O,226648,700136,2022-Apr-03 07:56:00,2022-Apr-03 07:59:00,2022-Apr-03 08:03:00,2022-Apr-03 08:13:00,2022-Apr-03 08:14:00,2022-Apr-03 08:17:00,2022-Apr-03 08:32:00,2022-Apr-03 08:35:00,2022-Apr-03 10:30:00,,764.67,PREPAID
4282,Mobile - Android,Delivered,O,230304,560103,2022-Apr-03 07:56:00,2022-Apr-03 07:58:00,2022-Apr-03 08:00:00,2022-Apr-03 08:05:00,2022-Apr-03 08:23:00,2022-Apr-03 08:34:00,2022-Apr-03 09:37:00,2022-Apr-03 09:40:00,2022-Apr-03 10:30:00,,1067.08,PREPAID
4283,Mobile - Android,Delivered,O,235466,500032,2022-Apr-03 07:56:00,2022-Apr-03 07:58:00,2022-Apr-03 07:59:00,2022-Apr-03 08:00:00,2022-Apr-03 08:28:00,2022-Apr-03 08:28:00,2022-Apr-03 08:47:00,2022-Apr-03 08:50:00,2022-Apr-03 10:30:00,,1144.5,PREPAID
4284,Mobile - Android,Billed,,226016,700075,2022-Apr-03 07:58:00,2022-Apr-03 07:59:00,2022-Apr-03 08:59:00,2022-Apr-03 09:21:00,,,,,2022-Apr-03 12:30:00,,923.64,PREPAID
4285,Mobile - Android,Billed,,230934,560103,2022-Apr-03 07:59:00,2022-Apr-03 08:00:00,2022-Apr-03 08:02:00,2022-Apr-03 08:03:00,,,,,2022-Apr-03 10:30:00,,341.12,PREPAID
4286,Mobile - Android,Delivered,D,231628,500049,2022-Apr-03 08:01:00,2022-Apr-03 08:05:00,2022-Apr-03 08:07:00,2022-Apr-03 08:18:00,2022-Apr-03 08:20:00,2022-Apr-03 08:25:00,2022-Apr-03 08:35:00,2022-Apr-03 08:36:00,2022-Apr-03 10:30:00,,1207,PREPAID
4287,Mobile - iOS,Billed,,226568,700065,2022-Apr-03 08:02:00,2022-Apr-03 08:03:00,2022-Apr-03 08:04:00,2022-Apr-03 08:09:00,,,,,2022-Apr-03 10:30:00,,451.4,COD
4288,Mobile - iOS,Delivered,D,233376,600097,2022-Apr-03 08:03:00,2022-Apr-03 08:06:00,2022-Apr-03 08:08:00,2022-Apr-03 08:14:00,2022-Apr-03 08:16:00,2022-Apr-03 08:46:00,2022-Apr-03 08:57:00,2022-Apr-03 09:00:00,2022-Apr-03 10:30:00,,1034.41,PREPAID
4289,Mobile - Android,Delivered,D,226100,700084,2022-Apr-03 08:05:00,2022-Apr-03 08:13:00,2022-Apr-03 08:16:00,2022-Apr-03 08:19:00,2022-Apr-03 08:21:00,2022-Apr-03 08:26:00,2022-Apr-03 08:46:00,2022-Apr-03 08:49:00,2022-Apr-03 10:30:00,,608.11,PREPAID
4290,Mobile - iOS,Delivered,D,228024,500060,2022-Apr-03 08:05:00,2022-Apr-03 08:07:00,2022-Apr-03 08:08:00,2022-Apr-03 08:10:00,2022-Apr-03 08:12:00,2022-Apr-03 08:18:00,2022-Apr-03 08:39:00,2022-Apr-03 08:41:00,2022-Apr-03 10:30:00,,500,PREPAID
4291,Mobile - iOS,Delivered,K,226180,700099,2022-Apr-03 08:09:00,2022-Apr-03 08:15:00,2022-Apr-03 08:16:00,2022-Apr-03 08:23:00,2022-Apr-03 08:25:00,2022-Apr-03 08:38:00,2022-Apr-03 08:52:00,2022-Apr-03 08:55:00,2022-Apr-03 10:30:00,,1080,PREPAID
4292,Mobile - Android,Delivered,O,222246,302004,2022-Apr-03 08:09:00,2022-Apr-03 08:16:00,2022-Apr-03 08:17:00,2022-Apr-03 08:34:00,2022-Apr-03 08:40:00,2022-Apr-03 09:14:00,2022-Apr-03 09:43:00,2022-Apr-03 09:45:00,2022-Apr-03 10:30:00,,605.86,PREPAID
4293,Mobile - mWeb,Delivered,K,232670,500013,2022-Apr-03 08:09:00,2022-Apr-03 08:11:00,2022-Apr-03 08:13:00,2022-Apr-03 08:15:00,2022-Apr-03 08:17:00,2022-Apr-03 08:25:00,2022-Apr-03 08:48:00,2022-Apr-03 08:48:00,2022-Apr-03 10:30:00,,870,PREPAID
4294,Mobile - Android,Delivered,O,227246,700074,2022-Apr-03 08:10:00,2022-Apr-03 08:19:00,2022-Apr-03 08:21:00,2022-Apr-03 08:27:00,2022-Apr-03 09:44:00,2022-Apr-03 09:45:00,2022-Apr-03 10:16:00,2022-Apr-03 10:16:00,2022-Apr-03 10:30:00,,437.88,PREPAID
4295,Mobile - iOS,Delivered,O,226040,700132,2022-Apr-03 08:10:00,2022-Apr-03 08:14:00,2022-Apr-03 09:26:00,2022-Apr-03 09:32:00,2022-Apr-03 09:36:00,2022-Apr-03 09:43:00,2022-Apr-03 09:48:00,2022-Apr-03 09:51:00,2022-Apr-03 12:30:00,,1111.95,PREPAID
4296,Mobile - Android,Delivered,D,383658,500049,2022-Apr-03 08:12:00,2022-Apr-03 08:13:00,2022-Apr-03 08:15:00,2022-Apr-03 08:17:00,2022-Apr-03 08:18:00,2022-Apr-03 08:35:00,2022-Apr-03 08:39:00,2022-Apr-03 08:41:00,2022-Apr-03 10:30:00,,854,PREPAID
4297,Mobile - Android,Delivered,D,231466,500084,2022-Apr-03 08:13:00,2022-Apr-03 08:14:00,2022-Apr-03 08:15:00,2022-Apr-03 08:35:00,2022-Apr-03 08:36:00,2022-Apr-03 09:02:00,2022-Apr-03 09:16:00,2022-Apr-03 09:16:00,2022-Apr-03 10:30:00,,423.9,PREPAID
4298,Mobile - iOS,Delivered,K,228102,500089,2022-Apr-03 08:13:00,2022-Apr-03 08:19:00,2022-Apr-03 08:22:00,2022-Apr-03 08:25:00,2022-Apr-03 08:42:00,2022-Apr-03 09:04:00,2022-Apr-03 09:24:00,2022-Apr-03 09:26:00,2022-Apr-03 10:30:00,,403.39,PREPAID
4299,Mobile - Android,Delivered,O,226282,700050,2022-Apr-03 08:14:00,2022-Apr-03 08:16:00,2022-Apr-03 08:17:00,2022-Apr-03 08:28:00,2022-Apr-03 08:30:00,2022-Apr-03 09:00:00,2022-Apr-03 09:16:00,2022-Apr-03 09:19:00,2022-Apr-03 10:30:00,,320,PREPAID
4300,Mobile - Android,Delivered,O,234886,560034,2022-Apr-03 08:14:00,2022-Apr-03 08:15:00,2022-Apr-03 08:18:00,2022-Apr-03 08:19:00,2022-Apr-03 08:37:00,2022-Apr-03 08:56:00,2022-Apr-03 09:14:00,2022-Apr-03 09:16:00,2022-Apr-03 10:30:00,,439.42,COD
4301,Mobile - Android,Arrived,D,226364,700126,2022-Apr-03 08:15:00,2022-Apr-03 08:27:00,2022-Apr-03 08:28:00,2022-Apr-03 08:51:00,2022-Apr-03 08:53:00,2022-Apr-03 09:05:00,2022-Apr-03 09:13:00,,2022-Apr-03 10:30:00,,1193.33,PREPAID
4302,Mobile - iOS,Cancelled,,228888,500014,2022-Apr-03 08:15:00,,,,,,,,2022-Apr-03 10:30:00,2022-Apr-03 10:38:00,1456.29,PREPAID
4303,Mobile - iOS,Delivered,O,226098,700154,2022-Apr-03 08:15:00,2022-Apr-03 09:41:00,2022-Apr-03 09:44:00,2022-Apr-03 10:05:00,2022-Apr-03 11:01:00,2022-Apr-03 11:01:00,2022-Apr-03 11:16:00,2022-Apr-03 11:18:00,2022-Apr-03 12:00:00,,1277.89,COD
4304,Mobile - Android,Cancelled,,226270,700145,2022-Apr-03 08:16:00,2022-Apr-03 08:16:00,2022-Apr-03 08:19:00,,,,,,2022-Apr-03 10:30:00,2022-Apr-03 10:42:00,1000,COD
4305,Mobile - iOS,Delivered,O,222070,110065,2022-Apr-03 08:16:00,2022-Apr-03 08:16:00,2022-Apr-03 08:17:00,2022-Apr-03 08:25:00,2022-Apr-03 08:30:00,2022-Apr-03 08:30:00,2022-Apr-03 08:42:00,2022-Apr-03 08:45:00,2022-Apr-03 10:30:00,,739,COD
4306,Mobile - Android,Delivered,D,231784,600037,2022-Apr-03 08:16:00,2022-Apr-03 08:18:00,2022-Apr-03 08:21:00,2022-Apr-03 08:23:00,2022-Apr-03 08:25:00,2022-Apr-03 08:54:00,2022-Apr-03 09:07:00,2022-Apr-03 09:07:00,2022-Apr-03 10:30:00,,839.5,PREPAID
4307,Mobile - iOS,Out for Delivery,O,222760,380018,2022-Apr-03 08:17:00,2022-Apr-03 08:18:00,2022-Apr-03 08:20:00,2022-Apr-03 08:32:00,2022-Apr-03 08:52:00,2022-Apr-03 09:03:00,,,2022-Apr-03 10:30:00,,970,PREPAID
4308,Mobile - Android,Delivered,O,222124,201301,2022-Apr-03 08:18:00,2022-Apr-03 08:20:00,2022-Apr-03 08:21:00,2022-Apr-03 08:42:00,2022-Apr-03 09:03:00,2022-Apr-03 12:20:00,2022-Apr-03 12:57:00,2022-Apr-03 12:59:00,2022-Apr-03 14:30:00,,582.21,PREPAID
4309,Mobile - iOS,Delivered,O,234246,500055,2022-Apr-03 08:19:00,2022-Apr-03 08:20:00,2022-Apr-03 08:22:00,2022-Apr-03 08:30:00,2022-Apr-03 08:48:00,2022-Apr-03 08:51:00,2022-Apr-03 09:37:00,2022-Apr-03 09:38:00,2022-Apr-03 10:30:00,,1409.5,COD
4310,Mobile - Android,Delivered,K,226992,700107,2022-Apr-03 08:21:00,2022-Apr-03 08:22:00,2022-Apr-03 08:23:00,2022-Apr-03 08:41:00,2022-Apr-03 09:09:00,2022-Apr-03 09:09:00,2022-Apr-03 09:17:00,2022-Apr-03 09:20:00,2022-Apr-03 10:30:00,,675,COD
4311,Mobile - Android,Delivered,K,224218,400610,2022-Apr-03 08:22:00,2022-Apr-03 08:28:00,2022-Apr-03 08:30:00,2022-Apr-03 08:42:00,2022-Apr-03 09:36:00,2022-Apr-03 09:37:00,2022-Apr-03 09:53:00,2022-Apr-03 09:54:00,2022-Apr-03 10:30:00,,402.5,PREPAID
